Gene,log2FoldChange,pvalue,padj
IL11RA,5.56792505856944,9.35983400533979e-47,1.49242987882357e-45
CCN4,5.5662987585242,9.56405655660521e-34,5.87445226960715e-33
FBN1,5.56558575264884,9.00462926447551e-47,1.43801835253845e-45
NDOR1,5.56470390246499,1.0158811764316e-53,2.78670680634719e-52
CRX,5.5643422140038,1.81409752793079e-27,7.34516964876224e-27
CPNE7,5.56382398994475,8.87011560358431e-43,1.04121510854382e-41
FSHB,5.5631167154289,1.73618735636273e-18,4.19605768752095e-18
CD5,5.56306388713253,5.59549322264665e-45,7.78344064009072e-44
TFDP3,5.5595702209772,2.26681224506086e-18,5.44272716322829e-18
HHIP,5.5576442870459,6.73171257964748e-30,3.20499216208268e-29
HTR1D,5.55744219775387,2.92026113370296e-25,1.03279484318308e-24
GPHB5,5.55720689444833,3.36720395600972e-18,8.00828546499149e-18
MAS1L,5.55625144952419,2.06706263801119e-17,4.71683179061459e-17
GP1BA,5.55617551461318,1.75805243163173e-29,8.11145311176826e-29
FRG2KP,5.55331842568259,3.28724644510629e-18,7.82173296553878e-18
LBX2,5.5531083342694,5.02901760151317e-27,1.97526771418061e-26
DDIAS,5.55173911579424,6.47420364949488e-34,4.02580951956668e-33
MC4R,5.55076288688578,2.45645826746294e-17,5.5837467469937e-17
HOXD4,5.55073043389725,2.90103803170309e-16,6.25280231126966e-16
LIMS4,5.55041620854168,1.54100117091796e-29,7.14842718353545e-29
FANCB,5.54743464489654,5.23220058825919e-29,2.34424889775397e-28
GPR152,5.54739932970958,9.27070589999648e-19,2.27255845128305e-18
KCNH2,5.5457343359771,7.7588834251847e-26,2.84161346563965e-25
DAOA,5.54244871689614,2.13305966949507e-19,5.41705649054091e-19
MYBPHL,5.54200504517598,3.72466809884156e-27,1.47249832094099e-26
GRXCR2,5.54150042038029,4.96819062869625e-19,1.23730289097886e-18
MEGF6,5.53994987400493,8.19216723880671e-49,1.54265847611204e-47
DACH2,5.53921504038824,1.47440925472841e-19,3.77648950101453e-19
INS,5.53904406931991,1.11914447502377e-16,2.46004004801159e-16
KCNA1,5.53731581503724,2.12568275224701e-28,9.16325389810435e-28
KCTD19,5.53683672892984,1.12864256690627e-31,6.03143074470457e-31
DCAF13P3,5.53639138104291,4.27857910438874e-29,1.92746573648617e-28
IL23R,5.536094691558,2.75815792644471e-27,1.10353100490751e-26
KISS1,5.53608810891618,4.51794845690122e-26,1.6794344309026e-25
HMX2,5.53526384148704,1.98642545174978e-14,3.90704131482693e-14
FOXB2,5.53399604094693,1.27834830307914e-15,2.66335491421252e-15
CDRT15P1,5.53118884139505,3.55954763921536e-21,9.94712980405258e-21
CLSTN2,5.53082837269136,3.44833478191544e-37,2.68883969879788e-36
IGKV1D-35,5.52479169611293,1.35614205969201e-15,2.82172331801991e-15
TNFRSF4,5.52435109774341,9.01337392245995e-23,2.75700840648252e-22
DCST2,5.5218483955244,8.73860004633861e-38,7.14380553788181e-37
KISS1R,5.52162539755823,1.72802206017484e-11,2.93599855353913e-11
MEPE,5.52147886683665,4.5446903288237e-28,1.92012234339822e-27
IGLC6,5.52146006113088,7.467540752305e-15,1.49750615242125e-14
HIC1,5.52144454761614,1.75773319501829e-49,3.44867252862589e-48
THSD7A,5.52097641925385,2.98417933952009e-46,4.58784168458607e-45
DMP1,5.51897538275288,8.72395490548469e-23,2.67086038056011e-22
PPEF1,5.51355337618333,2.89490503812703e-20,7.66850182466953e-20
MSH4,5.51315256160828,1.39266851286633e-27,5.68463721687325e-27
CXCR2P1,5.51281833812516,1.26569415314288e-29,5.90055787483516e-29
GJC3,5.51184842666013,3.45627656699576e-20,9.10754074656942e-20
WNT11,5.51094623186097,2.95181001253647e-21,8.2881611105716e-21
HMMR,5.51037650362907,6.80468828656009e-35,4.52496395711505e-34
VCAM1,5.50972745740243,1.02020056106428e-29,4.78423668529145e-29
MS4A2,5.50863343525457,2.54117212853358e-31,1.3286976400995e-30
MELTF,5.50835181254463,8.30037163455688e-47,1.32863990709795e-45
DUPD1,5.50700269257883,2.07540982522669e-17,4.73535472471979e-17
IL37,5.50697514298,6.99084020748617e-24,2.28491669228023e-23
LRCOL1,5.50626321735956,2.13625359226515e-25,7.61532449459323e-25
HGF,5.50178847464697,1.6973711838127e-28,7.37400754064222e-28
IFNA4,5.5010014742071,1.03886267729965e-13,1.96923169074808e-13
DPPA3,5.49960544291701,3.06543860769462e-19,7.72112736974165e-19
DACH1,5.49902061106062,6.77299560018428e-29,3.0155712634406e-28
ASB5,5.49810923231923,4.40916377833661e-23,1.37334718774588e-22
IGFL2,5.49805827171945,1.16707504595369e-24,3.99185007831512e-24
ASAH2,5.49728672029029,4.17700897059469e-38,3.5165738374835e-37
LCE3D,5.49514504652572,1.18356743391101e-17,2.73348348721982e-17
IL17C,5.49465531901574,1.48898503805596e-17,3.41968570445828e-17
CAMKK1,5.49373870822342,6.38094668485144e-47,1.02939610536119e-45
MPP4,5.4901618494545,8.69210620755351e-28,3.59498253326259e-27
FGFR4,5.48799464939481,2.49110176099725e-28,1.06974647200122e-27
GYPE,5.48711577838911,2.00629072505279e-26,7.62153701397981e-26
DCHS2,5.48637394405426,6.95804750750832e-39,6.13362159615656e-38
MYL10,5.4862246230092,6.57854150101882e-19,1.62479958593081e-18
LCE2C,5.4855226122801,4.96046641966966e-15,1.00344234791452e-14
CASP5,5.48257388110543,1.10351287834439e-29,5.16435002425554e-29
TNFRSF13B,5.48139908103468,1.07610306493804e-23,3.47636807915768e-23
HSF4,5.48013696010887,1.89765146151675e-61,9.77337943967664e-60
APOA1,5.47893942812865,1.1758474379479e-18,2.86568473549801e-18
PF4,5.47874539295968,8.06722645327262e-16,1.69844590867521e-15
IFNA10,5.47854869419692,3.28111798300617e-16,7.0528288363846e-16
F2RL2,5.47748208215679,4.91874469533047e-36,3.5418056437785e-35
NAALADL1,5.47697155215129,4.02930522385961e-27,1.58957711445293e-26
TLX3,5.47329147953264,2.20807155617356e-13,4.11176734418615e-13
LILRA4,5.47299750146374,9.15730924823454e-25,3.14941114896293e-24
NODAL,5.47124855167704,7.16005771264508e-25,2.47283066116012e-24
TM4SF19-TCTEX1D2,5.4685957889302,5.39761097317425e-37,4.1444719962118e-36
FBLN2,5.46745717377283,8.08097300752836e-28,3.35366891474802e-27
PDZRN3,5.46657448649914,6.22984182839769e-17,1.38792009848406e-16
FOXE3,5.46186811540399,2.00643473187508e-18,4.83400851074464e-18
INSL4,5.45957311329506,5.89039773569819e-23,1.82204329959637e-22
IZUMO1,5.45891553061099,1.37772233363492e-29,6.4126655660219e-29
GSC,5.45811607226867,3.32098866527627e-14,6.45918499748457e-14
FKBP9P1,5.4549435397746,5.5518952063709e-38,4.61187875590511e-37
GNRHR,5.45446601762143,2.9655499027093e-30,1.44224016869014e-29
CADM3,5.45120942281875,2.20360206389442e-17,5.0211709012597e-17
MSTN,5.45118751955361,2.25075058984314e-19,5.70960631712333e-19
IGHV3-32,5.4494264423868,2.09741266804778e-16,4.55164841193009e-16
MYH16,5.44803013257695,2.37638499181838e-32,1.32528173298458e-31
MAS1,5.44681081655144,8.00494634789905e-29,3.54797546714863e-28
CLRN3,5.44583994938619,3.37795948989067e-15,6.89617911517568e-15
MEST,5.445352743843,2.15877424956392e-44,2.87292689375105e-43
IL31,5.44028717712689,5.87138762286806e-15,1.18375862613726e-14
HUS1B,5.43991617373696,2.71783519741216e-21,7.65833988536287e-21
LIAS,5.43935990672255,2.65937951069981e-37,2.09346111195746e-36
LGALS4,5.43842378401265,1.06329935699684e-28,4.67456894013911e-28
NXF3,5.43601173846101,6.60808029273613e-28,2.7562879552674e-27
JAM2,5.43389787686437,2.23944409956623e-32,1.2506041717312e-31
ARL17A,5.43262963548608,2.9464889196608e-66,2.20729520850662e-64
MC3R,5.43013162476634,1.35803952929312e-15,2.82538601726596e-15
LCE6A,5.42958261892623,1.94629515705553e-14,3.82993853572461e-14
CDC25A,5.42938642973787,2.65586677484533e-35,1.82378371428629e-34
ICAM5,5.42915277810397,3.67156176573496e-24,1.22075280722895e-23
GUCA2A,5.42889416315453,8.01550558306821e-15,1.60582933498773e-14
CABP1,5.42847247094431,1.45012690610221e-26,5.55693162064949e-26
HLA-H,5.42596385436804,2.8621343943453e-41,3.01754506949373e-40
DLL4,5.42488519295513,1.37891965667324e-25,4.96888645218218e-25
KAAG1,5.4224754724144,4.64987016952706e-31,2.3834778642057e-30
WNT10A,5.42164793981061,4.98151188808314e-26,1.84642184970134e-25
MEA1,5.42095576236147,2.2030566176971e-40,2.18197929717202e-39
DOK6,5.42054320592191,3.99041788535561e-37,3.09512796898385e-36
DEFA3,5.42021101693198,7.92519802553188e-20,2.05651851018998e-19
PDHA2,5.4198793179808,5.7267159931301e-16,1.21624820798426e-15
CNDP1,5.4197916838486,1.92902843901311e-27,7.79366834126476e-27
AMY1B,5.41884462642008,5.64789519792038e-34,3.52796509922249e-33
NEU2,5.41832877943677,9.12009563778056e-15,1.82316212427345e-14
GNAT3,5.41817175974175,2.3750874465525e-17,5.40474720937015e-17
CORO7-PAM16,5.41773899029732,2.2380335138239e-48,4.03727919599704e-47
METAP1D,5.4173576398515,6.13600193441192e-42,6.78517315355984e-41
CCR9,5.41525673387814,6.0260407645284e-28,2.52014749878298e-27
IAPP,5.4101039223525,3.72988395871239e-21,1.04146570118506e-20
IL22RA2,5.41001400773884,1.47823576449244e-17,3.39537685185737e-17
MATN3,5.40708304656092,1.49086716997384e-24,5.06236271116385e-24
CPSF4L,5.4064456474376,1.00849348207766e-24,3.45862730552388e-24
LOXHD1,5.40450262630194,2.55542943874304e-42,2.91335926217738e-41
IGHV3-22,5.40438489988806,3.62660491222846e-16,7.78246747883527e-16
CDAN1,5.40325616319486,8.50777096386446e-58,3.31948086413962e-56
FOXD4,5.40283999722867,3.11067948228744e-24,1.0389608951784e-23
MTUS2,5.40208374445312,2.61709032037691e-29,1.19783776249911e-28
FIGLA,5.40125426875464,5.36543523087554e-18,1.26222828812684e-17
CAPNS2,5.39979510631317,1.19907225191899e-20,3.25070239002279e-20
GPR15,5.39977250811579,3.67204918094836e-18,8.71419020581928e-18
MEP1A,5.39870014534943,5.31950453728303e-29,2.38077586297127e-28
IL4,5.39798765296604,2.18805782659298e-25,7.79325368009024e-25
MMAA,5.39720984565411,1.73810742971427e-46,2.71881178128653e-45
GJA9,5.39717044216504,2.12707760530101e-28,9.16734848259542e-28
GP9,5.39642321668993,7.14175224461999e-27,2.78228513599501e-26
LCE1A,5.39579640141814,5.75197203998055e-18,1.34977077110877e-17
TNFSF15,5.39570247707988,6.4558385637299e-43,7.65669143646515e-42
LIPN,5.39540841160231,5.95680979582939e-23,1.84175654515806e-22
AMH,5.39515289576637,6.65109200801879e-23,2.04965065754967e-22
CARTPT,5.3944733825761,1.20566105066534e-16,2.64541732929563e-16
DPEP2NB,5.39130625083441,7.02367072089295e-15,1.40972954521742e-14
HRG,5.39013409539925,5.50663680533049e-24,1.81188667667487e-23
GSS,5.38926514775638,9.00231900524434e-35,5.9327182926116e-34
APOF,5.38925764406087,1.16685058050911e-21,3.35871018709908e-21
CCL7,5.38860859415387,2.81006267659692e-17,6.37345603881682e-17
BMP6,5.38632131524009,2.60502190827714e-41,2.75493102322471e-40
MOG,5.38560584343968,9.8282513195014e-22,2.84370513248663e-21
CDRT15L2,5.38491999136266,1.5108386468273e-15,3.13347296519574e-15
FMR1NB,5.38074749618272,8.66137953112622e-17,1.91472346518651e-16
DDX25,5.37976649057398,5.01687622514339e-33,2.93365504156057e-32
IL20,5.37931977716144,1.52747997327447e-17,3.50614093921197e-17
CNN1,5.37859566829218,3.75708167234601e-35,2.54772000147698e-34
NAGS,5.37840291967688,3.37158275562579e-30,1.63315251231241e-29
NACA2,5.37803470891731,6.37143075094347e-18,1.49190548874956e-17
ACMSD,5.37779217102179,3.83954690367002e-27,1.51626371804836e-26
FBN2,5.37615225588636,5.49514777117165e-38,4.56842369789778e-37
HSFX3,5.37541569654597,2.00236912619335e-27,8.07572560076532e-27
CLPSL2,5.37380274799869,8.34349716775537e-14,1.58960866690954e-13
CNBD1,5.37282374624843,1.3410657665151e-20,3.62467801836495e-20
WNK3,5.37261791988601,1.93921426659765e-34,1.24765000331599e-33
LCE2B,5.37260726933991,1.47741594639345e-13,2.77525721816828e-13
DEPDC1,5.37153510441927,2.1189722454156e-31,1.11246042884319e-30
IGLL1,5.37070637419087,1.2780953324741e-15,2.66309719270749e-15
FMO1,5.36935368244072,9.59750323009958e-25,3.29530273405469e-24
KPTN,5.3672391751459,4.37317548022031e-39,3.9119317441606e-38
CD209,5.36686576275527,7.41413293944503e-33,4.27839083152681e-32
HSF5,5.36591846867424,2.06900451468845e-26,7.84530867054976e-26
DNM1,5.36550730352396,4.64670211370262e-43,5.5882492845527e-42
HMX3,5.36354347463165,8.91294794506172e-22,2.58467962579134e-21
HHATL,5.36342448624592,2.87906599972934e-34,1.83230270807613e-33
LHFPL1,5.36331373355439,4.85640102371466e-23,1.5080904053293e-22
DGKG,5.36034120416879,4.1442167582369e-36,2.99509342221375e-35
GNB3,5.35996178855051,2.9561065758075e-31,1.53552071528518e-30
FGD1,5.35711418552844,3.49057301216091e-39,3.14839293448016e-38
CCDC198,5.35565243204889,4.95256304461844e-24,1.63532218756507e-23
CPO,5.35303789345424,1.37272445862378e-25,4.94829336344856e-25
A4GNT,5.35224778093456,1.28314364260516e-15,2.67280507394428e-15
ACRBP,5.35127388798388,2.69046145347398e-28,1.15279110655194e-27
NOVA1,5.35017062187073,1.2218367887473e-32,6.9322665064674e-32
CNRIP1,5.35012064425927,7.11663878570863e-21,1.95375633827803e-20
FABP5P3,5.3474058930903,7.50055379031543e-16,1.58253695856502e-15
CNTNAP2,5.34606911220794,4.74909795184151e-40,4.57392084646503e-39
IGHV3-75,5.34377476230269,8.50433850597044e-14,1.61920404400644e-13
MMP13,5.34335975806717,1.71552043282075e-41,1.84261920941295e-40
DDX43,5.34098279739614,1.51405467137324e-31,8.03685655371297e-31
CDCA7,5.34031656104631,5.58974900431384e-31,2.85106262039786e-30
ARTN,5.33935900845264,3.86346981037276e-23,1.20757611232725e-22
CA14,5.338718700137,1.50800891982033e-29,7.00011080604293e-29
APOC2,5.33468772730847,5.25602527218343e-20,1.37497621120319e-19
MXRA8,5.33353432014154,8.3100965341289e-49,1.56343651780447e-47
LBX1,5.33319728654816,4.63682575859859e-14,8.95922410925619e-14
GPT,5.32950147371271,1.43914923946411e-33,8.74311810150399e-33
TMC2,5.32908362885104,1.03698202674273e-25,3.76637283725793e-25
CCL1,5.32906750934541,7.4501701075632e-14,1.4228326169084e-13
KYAT1,5.32804625800615,6.44565234466034e-46,9.67129526237055e-45
CAV3,5.3277372555345,6.58864152182167e-21,1.81291043129489e-20
WTAPP1,5.32468170074461,1.25469880854145e-34,8.16942166711836e-34
IGFBPL1,5.32194600473018,5.96967650004578e-35,3.98126596236462e-34
LLCFC1,5.32145215392298,1.34515907275299e-12,2.4088683986252e-12
TNFSF9,5.321129850964,1.76848607998476e-25,6.33499943205808e-25
AMY1C,5.3200009951031,5.6237063071486e-37,4.31646697591537e-36
HSPB2,5.31948107381114,1.06064216731215e-15,2.22010661337103e-15
HJURP,5.31902351000165,3.42205072786355e-33,2.02521307224123e-32
MC2R,5.31763082137288,8.78569799246329e-21,2.3982266376406e-20
TGFBR3L,5.31557712384538,1.89012715809541e-20,5.06484255774238e-20
NBPF18P,5.31539126978213,1.62932576669615e-19,4.16500063527824e-19
KCNA3,5.31426495085774,1.06302692451986e-30,5.33091958910266e-30
CABS1,5.3127402228543,3.80792147822226e-15,7.75397750052948e-15
GSTA5,5.3114212309948,5.14269286477037e-20,1.34584115481624e-19
FOXD2,5.31123076447778,4.98495403075959e-22,1.4660248106735e-21
CAMP,5.30964882115033,4.25362633100399e-16,9.09485791852758e-16
IGLJ3,5.30865452095843,3.16170772850255e-09,4.80873687079226e-09
LHFPL6,5.30857386758461,1.23161733408785e-30,6.14496214568752e-30
MOCS1,5.3077263806775,4.52302307371618e-31,2.32076708198324e-30
LGR5,5.30450480933498,7.94039248049839e-22,2.30817024821148e-21
TFAMP1,5.30370436428527,2.66456256720717e-15,5.46304273955364e-15
CR1L,5.30358057082063,6.66448749034511e-40,6.35919901753588e-39
TGM3,5.30320537322651,1.07190429315486e-36,8.08283321496456e-36
MUC2,5.30189057186373,6.86475246963257e-64,4.3514081731354e-62
FOLR2,5.30157769307879,2.73871553628576e-23,8.63619757584923e-23
GTSF1L,5.30010485244271,9.1450146408119e-15,1.82767216351733e-14
CBS,5.29866797949158,5.19395980837112e-30,2.49012720531192e-29
GLI2,5.29838584231455,7.71509487153833e-50,1.5582222494957e-48
NETO2,5.29695214650018,2.4047553207934e-35,1.65520762992532e-34
ACSM6,5.29691435462903,6.80296029121131e-30,3.23592207248313e-29
HMHB1,5.29518697094339,2.49641105214957e-14,4.88400418664133e-14
CXCL10,5.29251922373115,1.76615728219389e-30,8.71905252108227e-30
CLUL1,5.28974222114054,8.64424356106997e-24,2.80883377920509e-23
FLNC,5.28412237561736,1.09509866321369e-46,1.7407505834001e-45
DEFA5,5.28372716900502,5.08962502951665e-14,9.80927731621971e-14
HCG4B,5.28322550113744,1.03569135888636e-28,4.5590336932517e-28
A2MP1,5.28251199903849,2.28284272369178e-22,6.82665741773471e-22
LILRB5,5.28145909296324,1.19128875800972e-34,7.77129186312799e-34
INSM2,5.28083982711106,5.86543498297572e-22,1.71712130288877e-21
LEP,5.27997786515681,2.43117369777086e-20,6.46837263951665e-20
KCNS1,5.27868981949694,1.42545369873613e-38,1.23230262894095e-37
LCE1B,5.27593635460657,4.15573599313722e-15,8.44219674535252e-15
CARD18,5.27458330752862,4.40276244694377e-15,8.93256934897466e-15
FOXN4,5.27260811890388,3.60775729930766e-41,3.78236173654133e-40
GUCA1C,5.27135347096712,2.8277184936283e-14,5.5148943185872e-14
KANK3,5.2709552469377,5.74396783870328e-28,2.40608949664754e-27
HTR6,5.27058674429845,2.27111628626306e-20,6.0558201673965e-20
CDH23,5.26937109222514,3.60440218076273e-38,3.05071032563241e-37
HSPB3,5.26879325487178,1.91559053446887e-16,4.16540854977761e-16
HBE1,5.26690247912728,2.15268919331002e-14,4.22558838221817e-14
DCLRE1B,5.26651926740991,4.98644516553134e-32,2.72482113674035e-31
MYF5,5.26018480453133,7.45962889344952e-11,1.22675672414747e-10
CDY2A,5.25848101376623,2.77307693692654e-15,5.68043730512317e-15
WNT16,5.25779528463903,5.6626866547237e-24,1.86144898314924e-23
DNAJB5,5.25682706729171,1.07611363978996e-48,2.00081381708601e-47
CCL23,5.25651223138674,2.81821552581981e-20,7.47015672251851e-20
A2ML1,5.25441866693488,7.47882733726049e-36,5.3293435480769e-35
HRCT1,5.2522284353081,9.61146691843036e-15,1.91866114328085e-14
HIGD2B,5.25183659972416,1.32549772414594e-18,3.2209253659558e-18
GPR151,5.25033336252884,5.27972268507389e-18,1.24263186376336e-17
CDCA5,5.2461122004121,9.67084979018254e-30,4.54342477827937e-29
MS4A4E,5.24495056168786,6.96505024572979e-20,1.8126200115245e-19
HOXA6,5.24385221941541,6.08648266392746e-16,1.2905272680071e-15
MBOAT4,5.24139009826385,1.13866310912005e-16,2.50184146207294e-16
MLNR,5.23702864205667,5.23947841142675e-16,1.11483675639127e-15
CCDC182,5.23498991047311,2.2031433138507e-12,3.90795207582557e-12
HERC2P10,5.23485457888719,3.79923632917469e-17,8.55108353734598e-17
GRIFIN,5.23402827944718,5.64098701247822e-15,1.13875525177916e-14
BMP8B,5.23144935841878,6.53923836170185e-39,5.78175319697081e-38
PEX5L,5.23072562300456,1.74092921646325e-28,7.55209155366592e-28
FILIP1L,5.23047263070781,1.92228085864921e-34,1.23752837403226e-33
GNLY,5.22999498812763,3.68591046544492e-29,1.66813360058504e-28
MSH5-SAPCD1,5.2298930235864,7.08958887834496e-56,2.32198124773902e-54
INO80B-WBP1,5.22793596842321,1.00668877636626e-46,1.60268898623813e-45
MMP11,5.22750349506907,8.1836772980113e-22,2.37721285979034e-21
DARS2,5.22696184206405,1.08420583103133e-36,8.16961387164465e-36
HIGD1C,5.22592604751289,1.85167271722936e-20,4.96373580320651e-20
KIF2C,5.22547387573333,1.1537934010339e-31,6.16263880080358e-31
NCAM1,5.22344633049036,1.74495650768305e-27,7.0721717518746e-27
MT1DP,5.22212896688632,1.5694478759329e-11,2.67296591369823e-11
DUXB,5.22142475700278,5.67930565555279e-21,1.5689872041041e-20
MSS51,5.21969824726489,1.18029180446111e-30,5.89459186998867e-30
ATP10A,5.21862423948436,1.2104641038268e-40,1.22479228894578e-39
H1-9P,5.21485804975519,1.74619293531895e-13,3.2670348433844e-13
INSYN1,5.21475294181817,2.03488078453217e-25,7.2614895274809e-25
PPIAP30,5.21472713788851,6.75807988613601e-17,1.50219253058144e-16
CCDC9B,5.21335549310216,4.18839484603855e-48,7.45121953568568e-47
NHLH2,5.2127164021636,3.96543687454361e-15,8.06515599293839e-15
IFIT1B,5.21097254662924,4.91786839166445e-19,1.22521473862232e-18
LHX4,5.2049885065161,4.92286223220089e-41,5.13498151116813e-40
CDRT15,5.20463507923255,1.62330321097046e-14,3.20660364840372e-14
NCAPG,5.20450505411728,3.47085706454335e-30,1.68005466134064e-29
HSD17B3,5.20386951349632,8.63176007823483e-35,5.69762542043306e-34
HRH4,5.20344970999338,5.38057171380447e-19,1.33709478740755e-18
PENK,5.20061250977271,5.84963705917616e-18,1.37237641562565e-17
IMPG1,5.19997494463162,1.08607867826729e-26,4.19230032808401e-26
FAXC,5.19850413744961,3.89126979804132e-44,5.10924468511467e-43
CCR10,5.19792946812163,2.43069491594291e-20,6.46793412081374e-20
IL34,5.19627524334603,3.50144597969986e-23,1.09708423768512e-22
