Gene,log2FoldChange,pvalue,padj
TNNT2,6.16045786717515,4.99401377540196e-37,3.85036219262933e-36
DLSTP1,6.15765417168748,6.63120852054019e-44,8.51210883711773e-43
CNGA2,6.15746183094248,8.37361750515182e-26,3.06239826422213e-25
DUSP9,6.15667816289006,2.59572439899119e-19,6.56612455103359e-19
HOXD8,6.1542013981077,2.19104758754452e-25,7.80255338824628e-25
H2BW3P,6.15189044855722,1.88602759589131e-23,5.99322142572217e-23
TNNC2,6.15028087579536,1.03379252014063e-28,4.55164772545782e-28
KIF14,6.1493652333067,9.27098814012486e-48,1.60093568042508e-46
FOXD4L6,6.14928363056701,4.85069304917554e-35,3.25926704194603e-34
F10,6.148984724855,4.6080241492085e-25,1.60952705150635e-24
IQCJ-SCHIP1,6.14804304771104,1.2301768915826e-39,1.15404709214449e-38
LRIT1,6.14693538183274,1.68505671780751e-21,4.80468559772352e-21
PPM1J,6.14596962178568,1.30020226072355e-46,2.05252618951462e-45
LGI4,6.1414344991917,2.06656043808095e-36,1.52811240433976e-35
CALCA,6.14006621085377,8.76953280166833e-27,3.39588618885656e-26
CDY1B,6.13792741435388,4.73484198839946e-20,1.2409984707763e-19
CXADRP3,6.13787920567239,2.925085027365e-26,1.10123678086159e-25
KCNH6,6.1371748915934,2.1746209108866e-37,1.72504294898632e-36
HIPK4,6.1352672981839,3.5715496940347e-29,1.61886678210801e-28
DAZ1,6.13327565079782,2.53572877017277e-11,4.26785526097462e-11
C4BPA,6.13210879879297,7.65032900395976e-32,4.12577036153338e-31
MCHR1,6.12869423149683,5.18691311305732e-32,2.83286312412762e-31
GZMM,6.12777216234287,2.77267250226221e-29,1.26567308263026e-28
FLG2,6.12638982370182,1.15243436234575e-37,9.32860522541641e-37
DHRS7C,6.12429358498647,4.51762733330623e-24,1.49458231401063e-23
MTMR11,6.12222612774966,6.93067272811009e-53,1.75835946886448e-51
MYO15A,6.12169332142482,1.45505909337508e-54,4.3130463859885e-53
LIPK,6.11823200067506,2.23606309637773e-21,6.33110718093426e-21
HOXD1,6.11778215479492,8.46351979192223e-23,2.59498394453624e-22
IFNL3,6.11666822253819,2.21526295174878e-26,8.3890867773854e-26
CCL18,6.11387624263051,6.40043333462259e-34,3.98474847768389e-33
FSD1,6.11334321171122,7.54066269935602e-34,4.66922729995291e-33
HOXA1,6.1111917913479,1.12126087990943e-28,4.92518025309472e-28
NDUFA4L2,6.11095838375188,1.35672384109597e-33,8.24723158761231e-33
IGKV2-14,6.10928990669832,6.02954253793936e-22,1.76441201454671e-21
IGHE,6.10737176764883,2.18270854178533e-19,5.54109410589275e-19
DOK7,6.10604886111328,6.10590085314252e-53,1.56647152522527e-51
KCNJ3,6.10428176934231,2.6695600964566e-32,1.48436187711477e-31
KIF7,6.10335840091711,4.7262027895457e-41,4.93734805615775e-40
TM4SF4,6.1019636979041,2.86811199136671e-29,1.30750110940796e-28
MBL2,6.10141508272292,1.68057507203063e-24,5.69058630159483e-24
ABI3BP,6.09983004750274,1.82017725650543e-59,8.08135165113541e-58
FGG,6.09854184865112,1.00993991931647e-25,3.67333550103082e-25
FOXR1,6.09831707673896,7.53811933485989e-25,2.60097934168238e-24
FNDC8,6.09789065718124,3.72456184179102e-30,1.79779049912692e-29
CCL25,6.09718007699728,8.54043945053248e-29,3.77638105001974e-28
FOXO6,6.09612874413582,7.00530056594241e-37,5.35098987612086e-36
MMP8,6.09542720912556,4.56434793308852e-26,1.69545856057621e-25
PPM1N,6.09075113947795,2.19670236424418e-36,1.61795729016068e-35
NOX1,6.08925121960833,5.07695304776643e-37,3.91138031926089e-36
HS3ST4,6.08899725834877,2.8374277113768e-33,1.69235229536982e-32
INHBE,6.08740121867802,1.56417309025657e-27,6.36199996690535e-27
KCNQ5,6.08736345588095,3.64402455636212e-31,1.8814674156796e-30
ARSL,6.08723511879627,3.66950942231912e-23,1.14834518622507e-22
LGALS14,6.08706592660728,1.94568511344488e-24,6.57207067094246e-24
TMIGD3,6.08483977021633,5.98077407569019e-33,3.4805064048953e-32
AMTN,6.0818595132485,4.74500089940381e-25,1.65652878374204e-24
HAO1,6.08001927502346,3.58615351031017e-24,1.19331850211436e-23
ART5,6.07973066060513,5.05760520336764e-26,1.87361490369676e-25
GNG3,6.07419495853754,2.71382675095184e-33,1.62050854772055e-32
CCDC3,6.07321338055078,3.23977590780097e-36,2.36257074253479e-35
HOXD11,6.07308954640465,9.30142623995778e-22,2.69392214212527e-21
GREB1L,6.07210100061398,2.5931245172488e-46,4.0015699011118e-45
CLDN5,6.06990782892356,2.13285052055322e-25,7.60450909898182e-25
TMIGD1,6.06858475940854,2.81198870184459e-24,9.41182441051186e-24
KCNJ8,6.06831428291577,3.00060522812331e-25,1.06066349184229e-24
HROB,6.06793050002362,4.76360176791512e-44,6.19538889020324e-43
COL8A2,6.06567212868775,7.9009409591699e-45,1.08874437926327e-43
DTX1,6.06540749767788,2.61247291126873e-36,1.91665079932504e-35
ABCG5,6.06469950555744,1.02453116459008e-29,4.80345164354125e-29
CRISP3,6.06406671728614,1.12823062091841e-30,5.6441668337883e-30
HSD17B14,6.0623082553672,1.04832822567178e-32,5.9791278452559e-32
DCLK2,6.05958663997355,7.28340325579694e-42,8.00242082520921e-41
GPER1,6.05675880445989,2.32579089806386e-42,2.65743861846998e-41
DPF1,6.05610938663516,1.08041225694268e-34,7.08163312290049e-34
MSGN1,6.05502451293114,2.28927200435807e-22,6.84489006702186e-22
AMPH,6.05247753139133,8.51763456829565e-31,4.29446377242924e-30
MYMK,6.05132231649061,1.03056839594052e-21,2.9768283125029e-21
CXorf51B,6.04711784131476,1.32202465292603e-18,3.21395207398266e-18
CCDC116,6.04676106322582,3.68347657619922e-31,1.90088429224149e-30
NGF,6.04641863026642,6.717780067493e-22,1.96024061147908e-21
LAMP5,6.04194153397312,8.67616838516141e-28,3.58911134342791e-27
HAND1,6.03720216068807,2.082254007714e-22,6.24403417946379e-22
MYL2,6.0349090071979,1.54089819285002e-21,4.40583534641268e-21
HEPHL1,6.03356748781588,2.82649196838543e-37,2.21907625917333e-36
PFKFB1,6.03265019911717,7.95960862075905e-35,5.26576420026517e-34
FNDC7,6.0310457902676,4.57732209508389e-27,1.80197616053551e-26
MASP1,6.02970203691599,7.57122316841519e-24,2.46990923978656e-23
CCDC140,6.02967316374613,4.15722188785304e-29,1.87459551299785e-28
MATN1,6.02500303052401,1.0991400756798e-42,1.2836385883832e-41
HMX1,6.02147313180084,3.68697408126042e-20,9.69684068020501e-20
GYPB,6.0192823141417,5.23208182535987e-21,1.44795966797741e-20
LINGO2,6.01799593989519,2.20070821436147e-36,1.62032844617801e-35
LRP5L,6.01603018915023,2.54228788294692e-48,4.5741198844183e-47
ITGA8,6.01431661724753,1.20989499444632e-33,7.3808252237455e-33
CCDC27,6.01412601148974,9.01988550633176e-33,5.17456589573769e-32
CIB4,6.0119773520413,4.14254238869441e-24,1.3740221502092e-23
CRNN,6.01181644082119,1.68207663433725e-26,6.41949995257165e-26
MPPED2,6.01126911134359,6.66848078592578e-41,6.87918741466485e-40
MMP17,6.01035056063772,4.31578177041431e-28,1.82678077362452e-27
TG,6.00759943925775,6.17914094168554e-31,3.14312302567071e-30
MYH3,6.0061264673163,1.260803986777e-54,3.76432216399898e-53
IRGC,6.00609960576076,4.36021743883514e-24,1.44366505074643e-23
MSANTD3-TMEFF1,6.00489353512052,3.87498838728245e-37,3.0089949403093e-36
MNX1,6.00334297873908,1.21747268949386e-22,3.69710419756236e-22
TGM1,6.00219426819336,6.49988450107955e-64,4.13284322860308e-62
GLYATL1B,6.0021419632934,4.52014960820431e-25,1.58044131158549e-24
CCR2,5.99897877867114,3.17159414740456e-33,1.88185515641363e-32
IGHV1OR15-3,5.99747144298345,1.53488636841066e-23,4.90615889458929e-23
CALY,5.9963077221795,9.05541764790576e-26,3.30353566432631e-25
MYOM2,5.99606342067749,4.42256906409799e-43,5.33114951957184e-42
MTCL1,5.99262822915419,9.82922817083554e-50,1.96023165099112e-48
MMP21,5.9911028420631,7.72759682912099e-29,3.42578485639599e-28
H4C11,5.98786704487261,3.12050225354318e-64,2.04730786386125e-62
DNAH17,5.98663405113079,1.62149852637129e-56,5.59461326888002e-55
GSG1L,5.98512186041567,1.68052107952083e-27,6.81638408332518e-27
DKK2,5.98453430745714,5.61899188590082e-19,1.39432488365988e-18
AQP8,5.98194920747666,5.90906250191868e-21,1.63114828623914e-20
DOC2GP,5.98137054042967,6.0322198863174e-27,2.35805999768548e-26
COLGALT2,5.98027770334156,5.30624621532816e-49,1.01029554789256e-47
PPDPFL,5.97664300069327,7.98983362199686e-19,1.96418332275367e-18
DCST1,5.97539302232074,7.67122593719519e-45,1.057797359653e-43
HIF3A,5.9752866301882,1.66511839539284e-49,3.27945545540037e-48
GPR150,5.97170816415011,6.54554888920521e-24,2.14141420782145e-23
NOX5,5.9681673753724,3.45639899990756e-40,3.38106722683265e-39
MAP6D1,5.9673519641695,2.83356775764196e-37,2.22293714300007e-36
GJB6,5.9659200144553,4.1433323487396e-30,1.99758459434553e-29
CCL8,5.96569482461792,5.11254161245902e-20,1.33812056610682e-19
MS4A12,5.96464761664096,5.68969873269343e-22,1.66733262577834e-21
VAX2,5.96463149325684,5.19165565693418e-23,1.60977270000754e-22
CNPY1,5.9602959038504,2.76014515179324e-25,9.78014280565746e-25
TFR2,5.9553989098964,4.15427023185133e-45,5.82984475792706e-44
DRD1,5.9535757025517,1.19657926881936e-23,3.85288051218313e-23
DNMT3B,5.95336453168594,1.84458371979951e-39,1.70711002747483e-38
NAA11,5.95132926402404,1.35884767674882e-27,5.54768549122126e-27
FADS6,5.95053131096694,3.01631922412791e-28,1.28946238506452e-27
GYPA,5.94961513294091,1.20364990143251e-26,4.63483955503011e-26
IL17A,5.94738406358519,1.09715627192988e-22,3.33862870871896e-22
MRGPRX1,5.94605190505214,3.38411537934717e-18,8.04757715917478e-18
FRG1BP,5.94473610401962,3.62091974614336e-59,1.55082261310394e-57
GPC2,5.94418653281825,4.62663523203383e-44,6.03648888124297e-43
MBL1P,5.9434267679986,4.2559101160052e-27,1.67704675401345e-26
NDST4,5.94317674873624,1.01477907776097e-21,2.93286528913494e-21
CRH,5.94081499751842,1.94675257932095e-21,5.53141307079023e-21
FAR2P1,5.94064007931298,3.52797956457447e-35,2.39867679900325e-34
CPEB1,5.94058544898642,2.83496221255683e-54,8.1796997956419e-53
GPR142,5.94019862175,1.43012885698068e-19,3.66489421354137e-19
LGALS16,5.93913413836604,6.44723836435882e-22,1.88343104855581e-21
LBHD2,5.93767316769681,5.89042632098005e-19,1.45974585153988e-18
HS3ST5,5.93746361575263,1.48177975082853e-22,4.47925820202767e-22
MMP26,5.93518074843276,9.24541568204079e-21,2.52004245125327e-20
NAALAD2,5.93484332749404,9.82966838386986e-34,6.02681542786021e-33
CMKLR1,5.92970605917504,1.29550249157386e-44,1.75583202821796e-43
MC5R,5.92968673416545,3.03344565183889e-26,1.14015715879462e-25
DUXA,5.92838993138257,1.29239357490778e-23,4.15425183908179e-23
CAMK1G,5.92810185380178,3.34301795849237e-37,2.60968218881778e-36
DBIL5P,5.92706777343459,6.94032537043678e-36,4.95761591388239e-35
HSFY1,5.9239543958941,3.39747754017686e-14,6.60358852770861e-14
CCR8,5.92348321211586,4.75990553956382e-22,1.40124055473784e-21
JAKMIP3,5.92136924518978,2.3602046443286e-43,2.91153148968942e-42
FOXD4L1,5.91790169364166,2.6374973919015e-28,1.13103837990347e-27
ACOD1,5.91766014187569,1.01127670245512e-23,3.27310468928168e-23
ALX3,5.91103594476648,2.71260567537725e-35,1.86212560874531e-34
KERA,5.91057979909796,3.11953130682127e-20,8.24444701113856e-20
IL27,5.90486685666811,1.23381746296912e-26,4.74745490374052e-26
TLL2,5.90297067744442,2.952962723322e-35,2.02173429920759e-34
KCNF1,5.90015548387228,2.04638361632014e-24,6.89863342821326e-24
PPIAL4C,5.89984092591748,1.34979081064001e-23,4.33401503896429e-23
MS4A14,5.89937355457133,3.2743743875466e-30,1.58830672846356e-29
KLF1,5.89925479637038,3.3806371008595e-26,1.26511362243064e-25
CALHM3,5.89887833837178,1.9538799418166e-20,5.22955446035647e-20
WNT6,5.89700571952207,4.37627765135497e-23,1.36351627186273e-22
DCX,5.89468291559952,4.28651810383328e-24,1.41994789286171e-23
FOXD3,5.89334552629252,2.87745850296084e-18,6.87685877256337e-18
TNP2,5.89183543326066,4.1192057347348e-18,9.74951256218653e-18
IGHVII-22-1,5.89179301945206,2.0064854509673e-18,4.83400851074464e-18
ACP7,5.89090662494687,4.06998496883651e-40,3.94568283967064e-39
MMP20,5.89085514210303,5.12746667164161e-22,1.50707577261362e-21
GRXCR1,5.88910510068674,2.86442168987477e-21,8.05047083671352e-21
CD247,5.88445766141849,4.46484357433734e-38,3.74207658563562e-37
COX4I2,5.88427068034689,5.59897074248423e-20,1.46320431645208e-19
GP5,5.88053335943474,1.21019065294066e-34,7.88960051937678e-34
ACOT6,5.87697741467033,2.11919060346979e-22,6.35387070616811e-22
APOBEC3B,5.87690327878081,1.27129478777483e-47,2.1770526951745e-46
KHK,5.87438184024301,1.46315395160651e-26,5.60476655951016e-26
LELP1,5.86840728530239,2.0778738421716e-20,5.55276676904621e-20
CD101,5.8671796027236,6.13552599898636e-49,1.16281482157422e-47
CDH24,5.86306467280855,3.67819445262584e-46,5.61292473470702e-45
GSG1L2,5.85965642988022,6.29482573779597e-21,1.73461349684771e-20
FSCN2,5.85702958834584,1.24319916437675e-33,7.5817483674735e-33
MROH3P,5.85618685792428,5.12967731636508e-37,3.94757125119301e-36
FAT4,5.85613303528601,1.64782131469575e-44,2.21584640365843e-43
IL1RL2,5.85519036992672,8.5220567567285e-33,4.89851817090859e-32
CNNM1,5.85500975119549,8.95497924104421e-45,1.2274220049551e-43
TIMM8A,5.8546928987777,5.78680352506876e-34,3.61144924022846e-33
CAGE1,5.84993183749462,7.66061911479042e-33,4.41444515758874e-32
CBLN3,5.84476872277734,2.67764680210065e-43,3.29130082160355e-42
F13B,5.84465292071749,1.06192339411733e-20,2.88686775431658e-20
MYH7B,5.8435943046579,3.34897684016393e-59,1.43946231320574e-57
FDPSP2,5.83955955859243,1.96523210426103e-42,2.25673057858871e-41
VSIG8,5.83922610437136,1.11200895560616e-36,8.36381763214402e-36
LGALS13,5.83833739781332,1.21661048921214e-16,2.66858951110086e-16
TNMD,5.83576034902475,3.83964071060874e-22,1.1345444388877e-21
AMELX,5.83544641500546,1.07634432556053e-22,3.27626617181921e-22
ABCG8,5.8348679100716,1.30636982540667e-35,9.17263966366828e-35
DBX1,5.83147952187578,8.99682217012104e-24,2.92155632923492e-23
GJC2,5.83075402668939,1.53694321389725e-30,7.61851952586558e-30
FOXC2,5.8295556597288,1.67838860259093e-21,4.78683404014009e-21
NCBP2L,5.8295485265219,1.0971334130181e-19,2.82772994389915e-19
CMTM1,5.82903837667258,8.03217521750247e-30,3.80043274358678e-29
NCR3,5.825811087406,1.71186669675957e-29,7.91075949303361e-29
A3GALT2,5.82580366500594,3.36326740992243e-26,1.25884214956054e-25
HCN3,5.82236324997328,1.23527895431528e-43,1.5555001062255e-42
KCTD16,5.82139201463793,2.81910408551761e-24,9.43410709320146e-24
MYOD1,5.82064244319872,7.52137547697818e-19,1.85034459280186e-18
CDH22,5.81681738355997,2.64185355208344e-35,1.81476575613441e-34
CCDC70,5.81377307483411,2.74503506487721e-27,1.098493927186e-26
HPCA,5.8115905735035,3.10727778086053e-36,2.2691609203654e-35
ACSL6,5.80965044337525,4.57065532598699e-38,3.82608981595522e-37
DCAF12L2,5.80924754043431,9.12664182934313e-22,2.64553184643729e-21
FFAR4,5.80900298434658,5.88265781271477e-30,2.81180124361339e-29
KCNS2,5.80883347419558,1.46948133127569e-34,9.51974368100962e-34
CDH9,5.80832670893624,1.88093080745817e-27,7.60531021873324e-27
IL1F10,5.80497108382336,7.25644497369847e-16,1.53197399982744e-15
DSCC1,5.80212581265527,2.54342325216141e-31,1.32927056574048e-30
MRGPRX4,5.80175961022265,3.57546651742001e-22,1.05815523237135e-21
FCAMR,5.80063865644398,5.21101229242235e-27,2.04363343301338e-26
IL17RD,5.79969128398522,1.79234498212855e-49,3.51323491692011e-48
GPR148,5.79914238565384,3.13935902352568e-18,7.48021457826192e-18
KCNE5,5.79810967542002,2.83144061456679e-19,7.14396914889043e-19
GRIN2C,5.7950614652473,9.77684268705361e-32,5.24512333843728e-31
CDH6,5.79497784830348,1.34424408104234e-35,9.42572236676421e-35
CCL3L1,5.79292130216345,2.10665727542361e-31,1.10684127852593e-30
KHDRBS2,5.79257748303139,9.0293846349314e-37,6.85388182992711e-36
IBSP,5.79217335346261,2.70489117211297e-23,8.53084247346896e-23
IRX6,5.79071733842132,1.90175759320157e-28,8.22033323070615e-28
CD8B,5.78957807977398,1.01609749388559e-40,1.03370985044627e-39
MAP3K15,5.78898563078172,3.71240463151691e-33,2.19138245885043e-32
KCNA7,5.78697810482151,3.99660668967471e-34,2.52017430100975e-33
MCCD1,5.78519644713882,3.41533479338527e-21,9.55319919599862e-21
IGHV3-30,5.78262198877825,9.32053807828368e-17,2.05690846224662e-16
NDP,5.78026650246623,1.78010733168169e-17,4.07693064368811e-17
PDPN,5.77913011719992,1.06011956592293e-34,6.95747791576241e-34
MARCHF4,5.77797420916154,1.21024404687087e-32,6.87027765488751e-32
IHH,5.77716844007045,3.5455848174847e-29,1.60780525698882e-28
CDY2B,5.77659341226598,3.70909194660675e-19,9.30706494421994e-19
DCLRE1CP1,5.77646156166923,2.48681523384495e-30,1.2151537151907e-29
TMOD4,5.77576401864781,2.36400987955696e-30,1.1559688471102e-29
CNMD,5.76685070752546,9.07406151469698e-26,3.30975108470737e-25
IL36A,5.7663413622763,9.82474496111074e-24,3.18238319094092e-23
LDB3,5.76366360457081,8.28479992416058e-46,1.23231164792514e-44
MYO7A,5.76114664713954,3.57215644297645e-46,5.45919843336482e-45
F13A1,5.76048163997259,3.87291393016791e-38,3.26857434966772e-37
CCL19,5.75754231952181,4.23336134575775e-27,1.66848052580745e-26
TINCR,5.75653271421517,1.22825821149415e-40,1.24157740014676e-39
GPR101,5.75543100044587,2.62073874634525e-21,7.38878320972473e-21
FOXS1,5.75227518569718,4.32637439179465e-16,9.24560568935287e-16
CADPS,5.75195157479748,1.04859802020883e-27,4.31870608043225e-27
CPXM2,5.75148614351301,5.23383079714487e-33,3.05618334047567e-32
IZUMO2,5.74588009833739,1.05999557280556e-29,4.96633359003125e-29
GRK7,5.74466079862542,2.06195460132158e-27,8.30303493780803e-27
APOBEC3H,5.74168268398564,2.28982766154635e-23,7.24730982570538e-23
MYF6,5.73963917506259,4.91384971337826e-22,1.44532007346239e-21
IL26,5.7389083809529,5.54685699495282e-25,1.92899525395683e-24
FOXR2,5.73666757341368,5.18220291766973e-17,1.15890753698344e-16
HOXD10,5.73656289918411,4.48128296075972e-21,1.24419016542603e-20
GPR141,5.73639424811721,4.7846137755936e-38,4.00031771067385e-37
TNNI3K,5.73530220789733,1.74632512900201e-37,1.39550209397092e-36
DIO2,5.73348194715729,3.86062069225793e-43,4.68114460748709e-42
DCAF12L1,5.73075556513283,2.7543873462812e-18,6.58961023350818e-18
MEF2B,5.72938533932835,3.98753580276578e-34,2.51522428269375e-33
HIGD1B,5.72688767641213,8.37604233729628e-27,3.24839699154068e-26
CNTNAP1,5.72593817319402,1.50867021140523e-48,2.75532934620206e-47
HOXB3,5.72555334979594,3.31745618766992e-47,5.46306274358017e-46
LIPI,5.72382214042236,5.01150990205587e-23,1.55461700786407e-22
LCE1D,5.72372574741413,8.72485937910102e-14,1.6599633179614e-13
BMP5,5.72073428019444,2.25227814149835e-24,7.57908885870753e-24
CLRN2,5.72006991402969,4.56422174824489e-17,1.02359604001299e-16
HAPLN3,5.71922893477589,1.28931978191993e-41,1.39722655588282e-40
IL9R,5.71885899697982,2.95363619715491e-26,1.11156098515931e-25
KRTDAP,5.71846915643558,2.72767557843525e-19,6.89144525280163e-19
KCNN2,5.71797883263492,4.55155567410856e-33,2.66685433567436e-32
MYCN,5.71737890139012,5.43250226224204e-22,1.59400340556115e-21
CNBD2,5.71707705829432,8.74368764091381e-33,5.02030961790595e-32
LCE3E,5.71494896713064,1.93695394341258e-19,4.93362860883314e-19
GKN2,5.71433083584021,2.97705607703316e-19,7.50034636700015e-19
H3Y2,5.71424801246368,7.78527815570529e-18,1.815947863289e-17
FEV,5.71402322098769,9.61816032386201e-17,2.12122600184007e-16
CYLC1,5.71336196636596,1.00684362484433e-21,2.91033892457107e-21
CDH7,5.71265080103801,2.1400805374759e-37,1.69829734794071e-36
FZD9,5.71258218362269,1.85774889523106e-23,5.90518206922621e-23
DMBT1,5.71065276382138,1.89915941147565e-35,1.31422851984581e-34
MELK,5.7098850120437,1.29934523275097e-39,1.21616588550217e-38
CMA1,5.70980946479234,1.59064317520717e-27,6.46328206162581e-27
PDZD4,5.70949006072782,3.2874331722676e-30,1.59426579053401e-29
GK2,5.70832875081034,4.72336510098131e-18,1.11487218658703e-17
GSX2,5.70739546522033,1.32930330205576e-19,3.41160798874432e-19
ARL14EPL,5.70642157757012,1.97866019712224e-20,5.29381541830069e-20
MYRFL,5.7048009314653,7.86677632259725e-39,6.89925325763414e-38
IGFBP1,5.70026132961154,2.78497951766278e-19,7.03277311146984e-19
AQP10,5.70009336355576,5.66076422738386e-31,2.88514111450606e-30
MAPK8IP2,5.69989257882486,5.84100708937435e-41,6.06504975041336e-40
MEGF10,5.69984634590982,6.02181471875442e-41,6.23080889106277e-40
IGHV1OR15-1,5.69977592092378,1.31511420119756e-19,3.37687494190091e-19
IGHV3-30-2,5.69923538581977,3.07866418331964e-14,5.99523214297835e-14
FOXF2,5.69921423055576,2.65784394024237e-20,7.05504999522394e-20
JAKMIP1,5.69831540559467,1.57425548972176e-29,7.29940070757551e-29
LILRB1,5.69821826024163,4.11964329504602e-51,9.12567435712292e-50
LDLRAD2,5.69590992905474,6.90708084896824e-57,2.49199251435367e-55
HOXA5,5.69526028663072,1.71744298147948e-18,4.15270456120408e-18
LMOD1,5.69386441908981,2.29406787756699e-40,2.2699371923995e-39
TM4SF20,5.69318086091644,8.61822508972313e-25,2.96648379404154e-24
CCL27,5.69135948437781,1.56431743209918e-22,4.72114026057359e-22
FTMT,5.68884247131933,2.05701028229111e-15,4.24103971431938e-15
DRICH1,5.68682719414075,2.83577965377709e-27,1.13348654729262e-26
PDZK1,5.68322481282686,3.19003158174088e-34,2.02645206954807e-33
APOA4,5.68110214983237,3.71694358949574e-16,7.97300654802183e-16
VCX,5.6803088071896,2.04178911447888e-16,4.43327335027185e-16
IGHEP1,5.67919930262873,5.06363544885736e-19,1.26031114995663e-18
LCE2D,5.67730747818055,5.07692419407677e-16,1.08136595659818e-15
CD109,5.67697963896489,1.17820142685425e-45,1.7362036906026e-44
GPHA2,5.67607219445603,1.1884587529815e-17,2.74447245490102e-17
FBP2,5.6747873800259,2.37134668624726e-24,7.96155689103321e-24
GRPR,5.67177405652938,2.86701683785822e-17,6.50048578876482e-17
IFITM10,5.67124058781425,1.98918975890294e-57,7.49164501337469e-56
MSX2,5.66956610188388,9.28598384329608e-30,4.37158485273635e-29
C6,5.66847776704141,3.07821068419991e-25,1.08753589959188e-24
CPED1,5.66745468779457,9.23712380961198e-40,8.72507966995948e-39
KCNJ1,5.66587135173788,1.66838528770672e-35,1.15881339555112e-34
GPR1,5.66537009064861,1.0822361648637e-23,3.49508500272097e-23
FANCD2OS,5.66454948811593,1.9539906502213e-25,6.98371987946026e-25
IGLC5,5.66362215139589,2.33619320689116e-15,4.80174760602263e-15
MYH15,5.66108454390699,4.69522587338607e-48,8.30269083413102e-47
TNNT1,5.6606772769966,3.34964573145389e-32,1.85002819607726e-31
LMX1A,5.66007675279489,1.24131971440792e-24,4.23735334490764e-24
HSPB2-C11orf52,5.65970191202062,3.29279596882335e-39,2.97651995409082e-38
CCDC188,5.65851001600246,6.02212486172402e-27,2.35456052906389e-26
CCK,5.65490861409569,1.57427192598138e-23,5.02815130963448e-23
IL13RA2,5.65415275947348,1.57544960906817e-17,3.61463831121655e-17
LCE1C,5.65143512362926,7.2801036813435e-20,1.89341517408607e-19
IL1RL1,5.64675341642746,1.08797359893773e-33,6.65281808005823e-33
MMEL1,5.64655715043573,1.392858227e-44,1.88282626866318e-43
IGFALS,5.64573171496096,3.92205557852337e-28,1.66594364893113e-27
HBBP1,5.64420816234543,3.76823794718536e-18,8.93525206606418e-18
MYZAP,5.6399795967537,4.27716393538508e-42,4.81233502091032e-41
MS4A13,5.63381062645953,2.87772291281174e-19,7.25452395090978e-19
HEATR4,5.63132536793044,2.55840038237251e-43,3.14848305121004e-42
NOTCH4,5.63102226527538,2.73456736712561e-50,5.66748715595117e-49
INSYN2A,5.6294318805783,1.95092353391252e-41,2.07936481905469e-40
H2BW2,5.62527948050663,1.52996018923725e-16,3.33778564634931e-16
NOSTRIN,5.62385601402707,2.70552731873529e-27,1.08352582218635e-26
VCX2,5.62232009570669,4.23834922860156e-14,8.20699618934306e-14
CALML6,5.62129611746812,7.57347621157019e-19,1.86293950369621e-18
MARCHF11,5.61816039181653,4.78994689816564e-17,1.072467080199e-16
DNM3,5.61660343884752,4.05012504978123e-50,8.2938992197359e-49
LRCH2,5.61025604692449,6.08525094385867e-20,1.58766786593759e-19
CNR1,5.60979461806662,3.89295781322159e-23,1.21605494935827e-22
HCN2,5.6089021893999,1.01799469084531e-18,2.490701737067e-18
CXorf66,5.60441638157768,6.70231284179429e-16,1.41687374914114e-15
MARCOL,5.60348474941054,1.83114770268513e-16,3.98347136462686e-16
IGHV3-33-2,5.60246712092974,1.50055698051251e-15,3.1130890589666e-15
ITGBL1,5.60081328996074,2.61785589045239e-35,1.79888089390292e-34
KY,5.60056741213035,6.99186039111534e-36,4.99269725883421e-35
TM4SF5,5.59942782298842,1.42061931666501e-19,3.64143070083562e-19
MYL1,5.59671353741941,4.71300707949565e-20,1.23548766986272e-19
LCE2A,5.59378405364307,3.37452645900521e-17,7.61847885829767e-17
FABP3,5.59244717446131,4.76274760113576e-33,2.78900975926657e-32
LHB,5.59129721661859,3.03943469374769e-23,9.56106186072624e-23
CBY2,5.59046311118067,9.43367819945842e-27,3.6496376448271e-26
DHDH,5.58982490904777,2.36769842629968e-19,5.99888762516293e-19
NCAM2,5.58977124512827,6.98600357481298e-28,2.90921082766772e-27
MAPK11,5.589561022566,1.76266758770356e-40,1.75933696580819e-39
GSTT2B,5.58713989607357,2.00889204580441e-26,7.6300119903423e-26
H3Y1,5.58710766629647,4.17921522526445e-16,8.94039593516853e-16
IGHVIII-22-2,5.58534978318329,1.02786744784881e-16,2.26374783976196e-16
DSCR8,5.58509685284881,2.92138112269637e-17,6.61937665075539e-17
GNRH2,5.58387160979968,1.76696228231419e-18,4.26893279910338e-18
CLCNKA,5.58324661756984,7.93051143890107e-42,8.69949234040473e-41
FOLH1,5.58066488305915,5.10309690805712e-43,6.10504642293175e-42
IL36RN,5.57964943914919,8.4825377876565e-24,2.75846505072631e-23
LPAR4,5.57877946799849,8.17553730207429e-21,2.237006826405e-20
CPLX4,5.57641226707178,5.85571772444957e-22,1.71452019387984e-21
HRH1,5.57548925953452,4.52816525324302e-36,3.26512888981657e-35
KCNK18,5.57537340457097,2.50937420461796e-25,8.91457457998527e-25
CKMT2,5.57518825447414,3.48159518404272e-30,1.68485652775344e-29
ASB12,5.57379999755031,4.44100676389137e-19,1.10922866565138e-18
CCN6,5.57315692383921,5.81302105158102e-35,3.87804555322605e-34
ACSM1,5.56977962446962,3.03456691055513e-39,2.75761415634522e-38
DLC1,5.56868176199985,4.20895764274533e-29,1.89734652950102e-28
